Datum,Name,Kurs *,Währung,2018,2017,2016,2015,2014,2013
30.04.2019,Münchener Rückversicherungs-Gesellschaft AG (Munich Re),223,EUR,"9,25","8,6","8,6","8,25","7,75","7,25"
30.04.2019,Sanofi S.A.,,EUR,"3,07","3,03","2,96","2,93","2,85","2,8"
30.04.2019,Jungheinrich AG,"31,02",EUR,"0,5","0,5","0,44","0,4","0,35","0,29"
30.04.2019,FMC Corp.,"79,06",USD,"0,9","0,66","0,66","0,66","0,6","0,54"
30.04.2019,"United States Steel Corp. (U. S. Steel, US Steel)","15,6",USD,"0,2","0,2","0,2","0,2","0,2","0,2"
30.04.2019,Valero Energy Corp.,"90,66",USD,"3,2","2,8","2,4","1,7","1,05","0,85"
30.04.2019,Paccar Inc.,"71,67",USD,"3,09","2,19","1,56","0,92","0,86","0,8"
30.04.2019,Intesa Sanpaolo S.p.A.,"2,34",EUR,"0,2","0,2","0,18","0,14","0,07","0,05"
30.04.2019,GERRY WEBER AG,"0,46",EUR,,0,"0,25","0,4","0,75","0,75"
30.04.2019,DEUTZ AG,"8,78",EUR,"0,15","0,15","0,07","0,07","0,07","0,07"
30.04.2019,NÜRNBERGER Beteiligungs-AG,"71,5",EUR,3,3,3,3,3,3
30.04.2019,Kimco Realty Corp.,"17,39",USD,"1,12","1,09","1,04","0,98","0,92","0,86"
30.04.2019,Hang Lung Properties Ltd.,,HKD,"0,75","0,75","0,75","0,75","0,76","0,74"
30.04.2019,Verbund AG,"44,22",EUR,"0,42","0,42","0,29","0,35","0,29","0,55"
30.04.2019,Atos SE,,EUR,"1,7","1,7","1,6","1,1","0,8","0,7"
30.04.2019,Feintool International AG (N) (FIH),"73,5",CHF,2,2,2,"1,5","1,5","1,2"
30.04.2019,BB&T Corp.,"51,2",USD,"1,56","1,26","1,15","1,05","0,95","0,92"
30.04.2019,DNB ASA,"165,65",NOK,"8,25","7,1","5,7","4,5","3,8","2,7"
30.04.2019,Apartment Investment & Management Co. (AIMCO),,USD,"1,52","1,44","1,32","1,18","1,04","0,96"
30.04.2019,Exelon Corp.,"50,95",USD,"1,38","1,31","1,26","1,24","1,24","1,46"
30.04.2019,Cham Group AG,417,CHF,6,6,4,3,3,3
30.04.2019,Canadian National Railway Co.,"124,44",CAD,"1,82","1,65","1,5","1,25",1,"0,86"
30.04.2019,Swiss Life AG (N),"479,1",CHF,"16,5","13,5",11,"8,5","6,5","5,5"
30.04.2019,COLTENE AG,"100,4",CHF,3,3,"2,7","2,2","2,5","2,2"
30.04.2019,Galapagos,,EUR,0,0,0,0,0,
30.04.2019,PAUL HARTMANN AG,312,EUR,7,7,7,"6,7","6,5","5,7"
30.04.2019,Sanofi S.A. (spons. ADRs),,EUR,"1,54","1,52","1,48","1,47","1,43","1,4"
30.04.2019,Schmolz + Bickenbach,"0,47",EUR,0,0,0,0,0,0
30.04.2019,Lincoln Educational Services CorpShs,"3,04",USD,0,0,0,0,"0,18","0,28"
30.04.2019,Anglo American PLC,"19,81",USD,1,"1,02",0,"0,32","0,85","0,85"
30.04.2019,Teradata Corp,,USD,0,0,0,0,0,0
30.04.2019,Bank Cler AG (ex. Coop Bank),,CHF,,"1,8","1,8","1,8","1,8","1,8"
30.04.2019,Sonaecom SGPS SA,,EUR,"0,11","0,04","0,08","0,06","0,05","0,12"
30.04.2019,Sonae SGPS SA,,EUR,"0,04","0,04","0,04","0,04","0,04","0,03"
30.04.2019,Vale SA (spons. ADRs),"12,78",USD,"0,64","0,28","0,05","0,29","0,81","0,87"
30.04.2019,Prada Spa,,EUR,"0,06","0,08","0,12","0,11","0,11","0,09"
30.04.2019,Befimmo SICAFI SA,,EUR,"3,45","3,45","3,45","3,45","3,45","3,45"
30.04.2019,Sprouts Farmers Markets Inc,"21,42",USD,0,0,0,0,0,0
30.04.2019,Nyrstar NV,"0,24",EUR,0,0,0,0,0,0
30.04.2019,innogy SE,,EUR,"1,4","1,6","1,6",,,
30.04.2019,Shop Apotheke Europe NV,,EUR,0,0,0,,,
30.04.2019,Banque Cantonale de Geneve,,CHF,"3,4","2,9","5,5","5,5",5,"4,5"
30.04.2019,Banque Cantonale du Jura SA,,CHF,,"1,8","1,8","1,8","1,8","1,8"
30.04.2019,Saipem SPA Az nominativa,,EUR,0,0,0,0,0,0
30.04.2019,Pyrolyx AG,,EUR,0,0,0,0,0,0
30.04.2019,BAWAG Group AG,,EUR,"2,18","0,58",,,,
01.05.2019,Prologis Inc.,,USD,"1,92","1,76","1,68","1,52","1,32","1,12"
01.05.2019,Philip Morris Inc.,"85,78",USD,"4,49","4,22","4,12","4,04","3,88","3,58"
01.05.2019,Dana Holding Corp,"19,14",USD,"0,4","0,24","0,24","0,23","0,2","0,2"
01.05.2019,TechnipFMC PLC Registered Shs,,USD,"0,52","0,13",0,0,0,0
01.05.2019,SFS AG,,CHF,2,"1,9","1,75","1,5","1,5",1
01.05.2019,JUST EAT plc,"6,8",GBP,0,0,0,0,"0,18",
01.05.2019,Allergan plc,"145,33",USD,"2,88","2,8",0,0,0,0
01.05.2019,Northeast Utilities (Doing business as Eversource Energy),"71,13",USD,"2,02","1,9","1,78","1,67","1,57","1,47"
01.05.2019,Unilever plc,"46,3",EUR,"1,33","1,4","1,26","1,19","1,12","1,05"
01.05.2019,PepsiCo Inc.,,USD,"3,59","3,17","2,96","2,76","2,53","2,24"
01.05.2019,Unilever N.V.,,EUR,"1,52","1,4","1,26","1,19","1,12","1,05"
01.05.2019,Stryker Corp.,"186,7",USD,"1,88","1,75","1,57","1,42","1,26","1,1"
01.05.2019,Trex Co. Inc.,"65,82",USD,0,0,0,0,0,0
01.05.2019,International Flavors & Fragrances Inc.,"137,82",USD,"2,84","2,66","2,4","2,06","1,72","1,46"
01.05.2019,MBIA Inc.,"9,88",USD,0,0,0,0,0,0
01.05.2019,General Dynamics Corp.,"176,39",USD,"3,72","3,36","3,04","2,76","2,48","2,24"
01.05.2019,Deluxe Corp.,"43,95",USD,"1,2","1,2","1,2","1,2","1,15",1
01.05.2019,Archer Daniels Midland Co. (ADM),"44,07",USD,"1,34","1,28","1,2","1,12","0,96","0,76"
01.05.2019,London Stock Exchange (LSE),"51,86",GBP,"0,6","0,52","0,43","0,36","0,31","0,3"
01.05.2019,Cabot Oil & Gas Corp,"25,38",USD,"0,25","0,17","0,08","0,08","0,08","0,06"
01.05.2019,Lancashire Holdings LtdShs,"6,95",USD,"0,15","0,15","0,15","0,15","0,15","0,15"
01.05.2019,Unilever NV NY Registered Shs,"59,76",EUR,"1,52","1,4","1,26","1,19","1,12","1,05"
01.05.2019,Inmarsat PLC,"5,41",USD,"0,2","0,34","0,54","0,51","0,49","0,47"
01.05.2019,Witan Investment Trust Plc,,GBP,"0,24","0,21","0,19","0,17","0,15","0,14"
02.05.2019,Lindt AG (N) (Lindt & Sprüngli),"77.100,00",CHF,"1.000,00",930,880,800,725,650
02.05.2019,Aqua America Inc.,"38,39",USD,"0,85","0,79","0,74","0,7","0,63","0,58"
02.05.2019,Kazakhmys plc,"6,14",USD,"0,12",0,0,0,0,0
02.05.2019,Alamo Group IncShs,"103,49",USD,"0,44","0,4","0,36","0,32","0,28","0,28"
02.05.2019,BCE IncShs,"59,78",CAD,"3,02","2,87","2,73","2,6","2,47","2,33"
02.05.2019,Hexagon AB (B),"510,6",EUR,"0,59","0,53","0,48","0,43","0,35","0,31"
02.05.2019,Millicom International Cellular SA,,USD,"2,64","2,64","2,64","2,64","2,64","2,64"
02.05.2019,Vector Group Ltd.,"9,55",USD,"1,6","1,54","1,54","1,47","1,47","1,47"
02.05.2019,Career Education Corp.,"18,23",USD,0,0,0,0,0,0
02.05.2019,AMP Ltd.,"2,25",AUD,"0,14","0,29","0,28","0,28","0,26","0,23"
02.05.2019,Fluor Corp.,"29,72",USD,"0,84","0,84","0,84","0,84","0,84","0,64"
02.05.2019,Total System Services Inc.,"101,6",USD,"0,52","0,46","0,4","0,4","0,4","0,4"
02.05.2019,Dover Corp.,"97,88",USD,"1,53","1,47","1,39","1,32","1,25","1,17"
02.05.2019,KBC Groep N.V.,,EUR,"3,5",3,"2,8",0,2,0
02.05.2019,Mobistar S.A.,,EUR,"0,5","0,5","0,5",0,0,0
02.05.2019,Cadence Design Systems Inc.,"69,45",USD,0,0,0,0,0,0
02.05.2019,Cogent Communications Holdings Inc,"54,94",USD,"2,12","1,8","1,51","1,46","1,17","0,76"
02.05.2019,Trinity Mirror plc,"0,79",GBP,"0,06","0,06","0,05","0,03","0,03",0
02.05.2019,Howden Joinery Group PLC,"5,2",GBP,"0,12","0,11","0,11","0,1","0,08","0,06"
02.05.2019,Church & Dwight Co. Inc.,"74,66",USD,"0,87","0,76","0,71","0,67","0,62","0,56"
02.05.2019,Schroders plc (Non-Voting),"24,15",GBP,"1,14","0,98","0,87","0,83","0,66","0,46"
02.05.2019,Equifax Inc.,"123,3",USD,"1,56","1,56","1,32","1,16",1,"0,88"
02.05.2019,Suncor Energy Inc.,"42,61",CAD,"1,44","1,28","1,16","1,14","1,02","0,73"
02.05.2019,Eastman Chemical Company,"77,63",USD,"2,3","2,09","1,89","1,66","1,45","1,25"
02.05.2019,Ecolab Inc.,"184,32",USD,"1,69","1,52","1,42","1,34","1,16","0,97"
02.05.2019,The New York Times Co.,"32,87",USD,"0,16","0,16","0,16","0,16","0,16","0,08"
02.05.2019,Capital One Financial Corp.,"92,92",USD,"1,6","1,6","1,6","1,5","1,2","0,95"
02.05.2019,Ameren Corp.,"72,34",USD,"1,85","1,78","1,72","1,66","1,61","1,6"
02.05.2019,Kimberly-Clark Corp.,"127,26",USD,4,"3,88","3,68","3,52","3,36","3,24"
02.05.2019,ABB (Asea Brown Boveri),"20,78",USD,"0,8","0,8","0,74","0,75","0,73","0,79"
02.05.2019,Kerry Group plc,,EUR,"0,7","0,63","0,56","0,5","0,45","0,4"
02.05.2019,Schroders plc,"31,58",GBP,"1,14","0,98","0,87","0,83","0,66","0,46"
02.05.2019,Woodside Petroleum Ltd.,"35,24",USD,"1,44","0,98","0,83","1,09","2,55","1,86"
02.05.2019,Dialog Semiconductor Plc.,"34,83",USD,0,0,0,0,0,0
02.05.2019,Corning Inc.,"31,58",USD,"0,72","0,62","0,54","0,36","0,52","0,39"
02.05.2019,Verizon Inc.,"56,99",USD,"2,39","2,34","2,29","2,23","2,16","2,09"
02.05.2019,Unilever plc,"45,9",EUR,"1,33","1,4","1,26","1,19","1,12","1,05"
02.05.2019,Lindt AG (PS) (Lindt & Sprüngli),"6.820,00",CHF,100,93,88,80,"72,5",65
02.05.2019,Barclays plc,"1,65",GBP,"0,07","0,03","0,03","0,07","0,07","0,07"
02.05.2019,Goldman Sachs,"204,99",USD,"3,15","2,9","2,6","2,55","2,25","2,05"
02.05.2019,Mcdermott International Inc Registered Shs,,USD,0,0,0,0,0,0
02.05.2019,WEC Energy Group Inc,"77,61",USD,"2,21","2,08","1,98","1,74","1,56","1,45"
02.05.2019,UBS,"13,63",USD,"0,71","0,66","0,61","0,61","0,51","0,25"
02.05.2019,Blackrock World Mining Trust PLC,,GBP,"0,18","0,16","0,13","0,21","0,21","0,21"
02.05.2019,Graham Holdings Co,"723,68",USD,"5,32","5,08","4,84","9,1","10,2",0
02.05.2019,Galenica AG,,CHF,"1,7","1,65",,,,
02.05.2019,Janus Henderson Group PLC Registered Shs,,USD,"1,4","0,64",,"0,1","0,09","0,08"
02.05.2019,Arch Coal Inc (New) (A),,USD,"1,6","1,05",0,0,"0,1","1,2"
02.05.2019,Welltower Inc,"75,35",USD,"3,48","3,48","3,44","3,3","3,18","3,06"
02.05.2019,MCH AG,"18,25",CHF,0,0,"0,5","0,5","0,5","0,5"
02.05.2019,Millicom International Cellular SA Swedish Depository Receipt,,USD,"2,64","2,64","2,64","2,64","2,64","2,64"
02.05.2019,Banque Cantonale Vaudoise (BCV),792,CHF,35,33,33,33,32,22
02.05.2019,Tenet Healthcare Corp,"21,17",USD,0,0,0,0,0,0
02.05.2019,Duke Energy Corp,"89,81",USD,"3,64","3,49","3,36","3,24","3,15","3,09"
02.05.2019,Ocado Group PLC,"13,46",GBP,0,0,0,0,0,0
02.05.2019,Meyer Burger,"0,7",CHF,0,0,0,0,0,0
03.05.2019,BASF,"72,87",EUR,"3,2","3,1",3,"2,9","2,8","2,7"
03.05.2019,Novavisions AG,,CHF,,0,0,0,0,0
03.05.2019,AbbVie Inc,"78,71",USD,"3,95","2,63","2,35","2,1","1,75",2
03.05.2019,METALL ZUG AG B,"2.670,00",CHF,70,70,70,"64,1",61,61
03.05.2019,Flughafen Wien AG,"39,25",EUR,"0,89","0,68","0,63","0,5","0,41","0,33"
03.05.2019,Idorsia AG,,CHF,0,0,0,,,
03.05.2019,Liechtensteinische Landesbank AG,,CHF,"2,1",2,"1,7","1,6","1,5","1,5"
03.05.2019,Saipem SPA Az nominativa,,EUR,0,0,0,0,0,0
03.05.2019,Merlin Entertainments (Madame Tussauds),"3,69",GBP,"0,08","0,07","0,07","0,07","0,06",0
03.05.2019,Schibsted ASA (B),,NOK,2,"1,75","1,75","1,75","3,5","3,5"
03.05.2019,InterContinental Hotels Group plc,,USD,"1,14","1,04","0,9","0,85","0,77","0,7"
03.05.2019,Healthsouth Corp Registered Shs,,USD,"1,04","0,98","0,94","0,88","0,78","0,36"
03.05.2019,Boliden AB Registered Shs,,SEK,"8,75","8,25","5,25","3,25","2,25","1,75"
03.05.2019,NEXUS AG,"25,6",EUR,"0,17","0,16","0,15","0,14","0,13","0,12"
03.05.2019,First Sensor AG,"24,85",EUR,"0,2","0,16",0,0,0,0
03.05.2019,RWE AG St.,"22,57",EUR,"0,7","0,5",0,0,1,1
03.05.2019,CSX Corp.,"80,52",USD,"0,88","0,78","0,72","0,7","0,63","0,59"
03.05.2019,Illinois Tool Works Inc.,"157,41",USD,"3,56","2,86","2,4","2,07","1,81","1,6"
03.05.2019,Ryder System Inc.,"63,66",USD,"2,12","1,8","1,7","1,56","1,42","1,3"
03.05.2019,Entergy Corp.,"96,63",USD,"3,58","3,5","3,42","3,34","3,32","3,32"
03.05.2019,Cooper Tire & Rubber Co.,"30,73",USD,"0,42","0,42","0,42","0,42","0,42","0,42"
03.05.2019,CMS Energy Corp.,"55,26",USD,"1,43","1,33","1,24","1,16","1,08","1,02"
03.05.2019,Schibsted ASA,"229,9",NOK,2,"1,75","1,75","1,75","3,5","3,5"
03.05.2019,RWE AG Vz.,"22,55",EUR,"0,7","0,5","0,13","0,13",1,1
03.05.2019,Von Roll AG,"1,27",CHF,,0,0,0,0,0
03.05.2019,Helvetia AG,640,CHF,24,23,21,19,18,"17,5"
03.05.2019,INTERROLL AG,"2.220,00",CHF,22,"16,5",16,12,9,"8,8"
03.05.2019,Smurfit Kappa PLC,,EUR,"0,72","0,88","0,8","0,68","0,55","0,41"
03.05.2019,"REN - Redes Energeticas Nacionais SGPS, SAShs",,EUR,"0,17","0,17","0,17","0,17","0,17","0,17"
03.05.2019,Kingspan Group plc,,EUR,"0,42","0,37","0,34","0,25","0,16","0,14"
03.05.2019,Petrofac LtdShs,"4,34",USD,"0,38","0,38","0,66","0,66","0,66","0,66"
03.05.2019,sino AG,"4,06",EUR,0,"0,1","0,24","0,49","0,22","0,11"
04.05.2019,Berkshire Hathaway Inc. A,"327.818,72",USD,0,0,0,0,0,0
04.05.2019,Graubuendner Kantonalbank,"1.460,00",CHF,40,40,38,38,38,38
04.05.2019,Zuger Kantonalbank,"6.200,00",CHF,220,200,175,175,175,175
04.05.2019,Berkshire Hathaway Inc. B,,USD,0,0,0,0,0,0
06.05.2019,Westport Innovations Inc,"1,79",USD,0,0,0,0,0,0
06.05.2019,Tele2 AB (B),"126,4",SEK,"4,4",4,"5,23","5,35","4,85","4,4"
06.05.2019,Investment AB Kinnevik (B),"273,3",SEK,"8,25","8,25",8,"7,45","7,25",7
06.05.2019,SECURITAS AB,164,SEK,"4,4",4,"3,75","3,5",3,3
06.05.2019,Tomra Systems,255,NOK,"2,5","2,35","2,1","1,75","1,45","1,35"
06.05.2019,Pitney Bowes Inc.,,USD,"0,75","0,75","0,75","0,75","0,75","0,94"
06.05.2019,Aflac Inc,"50,52",USD,"1,04","1,74","1,66","1,58","1,5","1,42"
06.05.2019,Eli Lilly and Co.,"116,65",USD,"2,25","2,08","2,04",2,"1,97","1,96"
06.05.2019,CLP Holdings,,HKD,"3,02","2,91","2,8","2,7","2,62","2,57"
06.05.2019,Tenaris SAReg.Shs,"12,01",USD,"0,41","0,41","0,41","0,45","0,45","0,43"
06.05.2019,Schwabenverlag AG,"1,05",EUR,0,0,0,0,"0,1","0,1"
06.05.2019,Wienerberger AG,"20,98",EUR,"0,5","0,3","0,27","0,2","0,15","0,12"
06.05.2019,Leonardo S.p.a.,"9,89",EUR,"0,14","0,14","0,14",0,0,0
07.05.2019,HAMBORNER REIT,"9,32",EUR,"0,46","0,45","0,43","0,42","0,4","0,4"
07.05.2019,Siltronic AG,"84,4",EUR,5,"2,5",0,0,,
07.05.2019,Canadian Pacific Railway Co. (CPR),"294,71",CAD,"2,51","2,19","1,85","1,4","1,4","1,4"
07.05.2019,Leggett & Platt Inc.,"39,27",USD,"1,5","1,42","1,34","1,26","1,22","1,18"
07.05.2019,Nisource Inc.,"27,74",USD,"0,78","0,7","0,64","0,83","1,02","0,98"
07.05.2019,Telenor ASA,"178,15",NOK,"8,4","8,1","7,8","7,5","7,3",7
07.05.2019,TAG Immobilien AG,"20,48",EUR,"0,75","0,65","0,57","0,55","0,5","0,35"
07.05.2019,Biotest AG Vz.,22,EUR,"0,04","0,04","0,07","0,04","0,22","0,21"
07.05.2019,Norsk Hydro ASA,"34,73",NOK,"1,25","1,75","1,25",1,1,"0,75"
07.05.2019,Iconix Brand Group IncShs,,USD,,0,0,0,0,0
07.05.2019,Yara International ASA,,USD,"0,75","0,75","1,15","1,73","1,5","1,15"
07.05.2019,Assurant IncShs,"96,18",USD,"2,28","2,15","2,03","1,37","1,06","0,96"
07.05.2019,Delticom AG,"6,5",EUR,,"0,1","0,5","0,5","0,25","0,5"
07.05.2019,Barrick Gold Corp.,"17,12",USD,"0,16","0,12","0,08","0,14","0,2","0,5"
07.05.2019,FUCHS PETROLUB SE Vz.,"35,54",EUR,"0,95","0,91","0,89","0,82","0,77","0,7"
07.05.2019,Dominion Energy Inc.,"75,04",USD,"3,34","3,04","2,8","2,59","2,4","2,25"
07.05.2019,Teradyne Inc.,,USD,"0,36","0,28","0,24","0,24","0,18",0
07.05.2019,FUCHS PETROLUB SE St.,"33,45",EUR,"0,94","0,9","0,88","0,81","0,76","0,69"
07.05.2019,Casino Guichard-Perrachon et Cie. S.A.,,EUR,"3,12","3,12","3,12","3,12","3,12","3,12"
07.05.2019,Kühne + Nagel International AG (KN),"143,2",CHF,6,"5,75","5,5",5,4,"3,85"
07.05.2019,Renk AG,"94,5",EUR,"2,2","2,2","2,2","2,2","2,2",2
07.05.2019,Cameco Corp.,"14,16",CAD,"0,08","0,4","0,4","0,4","0,4","0,4"
07.05.2019,Expeditors International of Washington Inc.,"75,73",USD,"0,9","0,84","0,8","0,72","0,64","0,6"
07.05.2019,Newell Brands Inc,,USD,"0,92","0,88","0,76","0,76","0,66","0,6"
07.05.2019,National Information Consortium Inc.,"16,82",USD,"0,32","0,32","0,65","0,55","0,5","0,35"
07.05.2019,Danaher Corp.,"130,73",USD,"0,64","0,56","0,57","0,54","0,4","0,1"
07.05.2019,HOCHTIEF AG,"122,4",EUR,"4,98","3,38","2,6",2,"1,9","1,5"
07.05.2019,FRIWO AG,"26,2",EUR,"0,4","0,4","0,25","0,15","0,13",0
07.05.2019,Biotest AG,"24,6",EUR,0,0,"0,05","0,02","0,2","0,19"
07.05.2019,Assicurazioni Generali S.p.A.,"17,09",EUR,"0,9","0,85","0,8","0,72","0,6","0,45"
07.05.2019,Lufthansa AG,"20,37",EUR,"0,8","0,8","0,5","0,5",0,"0,45"
07.05.2019,Air Liquide S.A.,,EUR,"2,65","2,65","2,6","2,6","2,55","2,32"
07.05.2019,"Hennes & Mauritz AB (H & M, H&M)","166,44",SEK,"9,75","9,75","9,75","9,75","9,75","9,5"
07.05.2019,American Express Co.,"118,22",USD,"1,48","1,34","1,22","1,13","1,01","0,89"
07.05.2019,Office Depot Inc.,,USD,"0,1","0,1","0,05",0,0,0
07.05.2019,Baxter International Inc.,"76,69",USD,"0,73","0,61","0,51","1,27","2,05","1,92"
07.05.2019,ArcelorMittal SA Registered Shs,,USD,"0,2","0,1",0,0,"0,6","0,6"
07.05.2019,Frontier Communications Corporation Registered Shs,,USD,0,"3,42","6,31","6,31","6,01","6,01"
07.05.2019,Renew Inf Gr GBP,,GBP,"0,07","0,06","0,06","0,06","0,06","0,03"
07.05.2019,NB Global Floating Rate Income Fund Ltd,,USD,"0,04","0,03","0,04","0,04","0,04","0,04"
07.05.2019,MyHammer (Abacho) AG,"8,85",EUR,0,0,0,0,0,0
07.05.2019,Pentair PLC,,USD,"1,05","1,38","1,34","1,28","1,1","0,96"
07.05.2019,O Reilly Automotive Inc,"368,87",USD,0,0,0,0,0,0
07.05.2019,Aperam S.A.,,USD,"1,75","1,8","1,25",0,0,0
07.05.2019,Costain Group PLC,"3,26",GBP,"0,15","0,14","0,13","0,11","0,1","0,12"
07.05.2019,Zynga,"6,09",USD,0,0,0,0,0,0
07.05.2019,SHW AG,"19,95",EUR,"0,04","0,5",1,1,1,1
07.05.2019,BFW Liegenschaften AG,"43,5",CHF,"1,4","1,4","1,35","1,35","1,3","1,2"
07.05.2019,Orascom Development AG,"16,32",CHF,0,0,0,0,0,0
07.05.2019,Evergy Inc Registered Shs,,USD,"1,74","1,1","1,06",1,"0,94","0,88"
07.05.2019,Iconix Brand Group Inc Registered Shs,,USD,,0,0,0,0,0
08.05.2019,GAM AG,"4,24",CHF,0,"0,65","0,65","0,65","0,65","0,65"
08.05.2019,Discovery Communications Inc (A),"28,92",USD,0,0,0,0,0,0
08.05.2019,Discovery Communications Inc (B),"32,51",USD,0,0,0,0,0,0
08.05.2019,Discovery Communications Inc (C),"27,35",USD,0,0,0,0,0,0
08.05.2019,"NOS SGPS, SA",,EUR,"0,3","0,3","0,2","0,16","0,14","0,12"
08.05.2019,Phillips 66,"85,9",USD,"3,1","2,73","2,45","2,18","1,89","1,33"
08.05.2019,Kinder Morgan Inc (P),"19,67",USD,"0,8","0,5","0,5","1,61","1,74","1,6"
08.05.2019,Adler Modemärkte AG,"3,26",EUR,0,"0,05",0,"0,5","0,5","0,45"
08.05.2019,Dean Foods Co,"1,72",USD,"0,3","0,36","0,36","0,28","0,28",0
08.05.2019,Bpost SA de Droit Public,,EUR,"1,31","1,31","1,31",,,
08.05.2019,lastminute.com N.V.,"23,9",EUR,0,0,0,0,0,0
08.05.2019,Dice Holdings Inc,"3,94",USD,0,0,0,0,0,0
08.05.2019,Alcoa Corp,,USD,0,0,0,"0,36","0,36","0,36"
08.05.2019,ObsEva AG,,USD,0,0,,,,
08.05.2019,Vifor Pharma AG,,CHF,2,2,2,"1,8","1,5","1,4"
08.05.2019,Gilead Sciences Inc.,"66,07",USD,"2,28","2,08","1,84","1,29",0,0
08.05.2019,Softing AG,"7,6",EUR,"0,13","0,13","0,2","0,15","0,25","0,35"
08.05.2019,General Electric Co.,"10,16",USD,"0,37","0,84","0,93","0,92","0,89","0,79"
08.05.2019,Allianz,209,EUR,9,8,"7,6","7,3","6,85","5,3"
08.05.2019,Mensch und Maschine Software SE,"35,34",EUR,"0,65","0,5","0,35","0,25","0,2","0,2"
08.05.2019,CTS Eventim,"45,44",EUR,"0,62","0,59","0,5","0,46","0,4","0,32"
08.05.2019,DSM NV,,EUR,"2,3","1,85","1,75","1,65","1,65","1,65"
08.05.2019,Hannover Rück,"135,1",EUR,"3,75","3,5","3,5","3,25",3,3
08.05.2019,Bilfinger SE,"29,5",EUR,1,1,1,0,2,3
08.05.2019,Brunswick Corp.,"50,52",USD,"0,78","0,69","0,62","0,53","0,45","0,1"
08.05.2019,Edwards Lifesciences Corp.,"177,77",USD,0,0,0,0,0,0
08.05.2019,Cofinimmo S.A.,,EUR,"5,5","5,5","5,5","5,5","5,5",6
08.05.2019,ITV plc,"1,24",GBP,,"0,08","0,05","0,06","0,05","0,08"
08.05.2019,GlaxoSmithKline plc (GSK),"15,24",GBP,"0,8","0,8","0,8","0,8","0,8","0,78"
08.05.2019,Deutsche Börse AG,"120,65",EUR,"2,7","2,45","2,35","2,25","2,1","2,1"
08.05.2019,Molina Healthcare IncShs,"129,46",USD,0,0,0,0,0,0
08.05.2019,Travis Perkins plc,"14,51",GBP,"0,47","0,46","0,45","0,44","0,38","0,31"
08.05.2019,CME Group Inc (A),"178,22",USD,"4,55","6,14","5,65","4,9","3,88","4,4"
08.05.2019,Ratos AB (B),"25,88",SEK,"0,5",2,2,"3,25","3,25",3
08.05.2019,Koninklijke Boskalis Westminster,,EUR,"0,5",1,1,"1,6","1,6","1,24"
08.05.2019,BKS Bank AG Vz.,"16,3",EUR,"0,23","0,23","0,23","0,23","0,23","0,25"
08.05.2019,BKS Bank AG St.,"17,1",EUR,"0,23","0,23","0,23","0,23","0,23","0,25"
08.05.2019,TGS-Nopec Geophysical Company ASAShs,"220,4",USD,"0,8","0,6","0,6","0,97","1,15","1,4"
08.05.2019,CF Industries Holdings Inc,,USD,"1,2","1,2","1,2","1,2",1,"0,44"
08.05.2019,Pargesa S.A.,78,CHF,"2,56","2,5","2,44","2,38","2,27","2,64"
08.05.2019,Standard Chartered plc,,USD,"0,21","0,11",0,"0,14","0,86","0,86"
08.05.2019,Fomento de Construcciones y Contratas SA FCC,"10,91",EUR,0,0,0,0,0,0
08.05.2019,First Industrial Realty Trust Inc:,"34,22",USD,"0,87","0,84","0,76","0,51","0,41","0,34"
08.05.2019,"Investor AB (B, FRIA)","443,7",SEK,13,12,11,10,9,8
08.05.2019,EnBW,"33,8",EUR,"0,65","0,5",0,"0,55","0,69","0,69"
08.05.2019,Semperit AG Holding,"13,16",EUR,0,0,"0,7","1,2","1,1","0,9"
08.05.2019,IDEXX Laboratories,"245,79",USD,0,0,0,0,0,0
08.05.2019,Charles Taylor Plc,"2,31",GBP,"0,12","0,11","0,11","0,1","0,11","0,1"
08.05.2019,Simon Property Group Inc.,"172,84",USD,"7,9","7,15","6,5","6,05","5,15","4,65"
08.05.2019,PulteGroup Inc,"31,08",USD,"0,38","0,36","0,36","0,33","0,23","0,15"
08.05.2019,Murphy Oil Corp.,"27,14",USD,1,1,"1,2","1,4","1,33","1,25"
09.05.2019,SR.Teleperformance S.A. (SR Teleperformance,,EUR,"1,9","1,85","1,3","1,2","0,92","0,8"
09.05.2019,Buzzi Unicem S.p.A.,"18,83",EUR,"0,13","0,12","0,1","0,08","0,05","0,05"
09.05.2019,Mettler-Toledo International Inc.,"741,67",USD,0,0,0,0,0,0
09.05.2019,Wharf Holdings Ltd.,,HKD,"0,65","1,59","2,15","1,9","1,81","1,7"
09.05.2019,CA Immobilien,"32,5",EUR,"0,9","0,8","0,65","0,5","0,45","0,38"
09.05.2019,China Petroleum & Chemical (Sinopec),,CNY,"0,42","0,5","0,25","0,15","0,2","0,24"
09.05.2019,NORDWEST HANDEL AG,"24,8",EUR,"0,7","0,55","0,43","0,3","0,55","0,5"
09.05.2019,National Express Group plc,"4,1",GBP,"0,15","0,14","0,12","0,11","0,1","0,1"
09.05.2019,Laboratory Corp. of America Holdings,"165,92",USD,0,0,0,0,0,0
09.05.2019,Martin Marietta Materials Inc.,,USD,"1,84","1,72","1,64","1,6","1,6","1,6"
09.05.2019,Serco Group plc,"1,21",GBP,0,0,0,0,"0,03","0,11"
09.05.2019,Panalpina Welttransport AG,"215,6",CHF,"3,75","3,75","3,75","3,5","2,75","2,2"
