Datum,Name,Kurs *,Währung,2018,2017,2016,2015,2014,2013
24.06.2019,cash.medien AG,,EUR,0,0,0,0,0,0
24.06.2019,Deutsche Grundstücksauktionen AG,,EUR,1,"0,77","0,72","0,7","0,65","0,39"
24.06.2019,BlackBerry Ltd,,USD,0,0,0,0,0,0
24.06.2019,HBM Healthcare Investments AG,,CHF,7,"5,8","5,5","5,5",3,"1,5"
24.06.2019,Anglo Eastern Plantations PLC,,USD,"0,03","0,04","0,04","0,03","0,05","0,05"
24.06.2019,Heliad Equity Partners GmbH & Co. KGaA,,EUR,0,"0,2","0,15","0,2","0,15",0
24.06.2019,Solutiance AG,,EUR,0,0,0,0,0,0
24.06.2019,YOC AG,,EUR,0,0,0,0,0,0
24.06.2019,LEWAG Holding AG,,EUR,,"0,3","0,25","0,25","0,2","0,15"
24.06.2019,Ernst Russ AG,,EUR,0,0,0,0,0,0
24.06.2019,Homes & Holiday AG,,EUR,0,,,,,
25.06.2019,Landis+Gyr (Landis Gyr),,USD,"2,34",,,,,
25.06.2019,Ming Le Sports,,EUR,0,0,0,0,0,0
25.06.2019,plenum AG Namen.Akt. aus Konv.,,EUR,0,0,0,0,0,0
25.06.2019,Nyrstar NV,,EUR,0,0,0,0,0,0
25.06.2019,Allgemeine Gold- und Silberscheideanstalt AG,,EUR,2,2,2,2,2,2
25.06.2019,Gamestop Corp New (A),,USD,"1,52","1,48","1,44","1,32","1,1","0,8"
25.06.2019,2G Energy AG,,EUR,"0,45","0,42","0,4","0,37","0,37","0,37"
25.06.2019,HWA AG,,EUR,"0,37",0,0,"0,33",0,"0,65"
25.06.2019,InterCard AG Informationssysteme,,EUR,0,0,0,"0,06","0,06","0,05"
25.06.2019,FinLab AG,,EUR,0,0,0,0,0,0
25.06.2019,MasterCard Inc.,,USD,1,"0,88","0,76","0,64","0,44","0,21"
25.06.2019,OpenLimit Holding AG,,EUR,0,0,0,0,0,0
25.06.2019,Aeroflot - Russian Airlines,,RUB,,"12,81","17,48",,,
25.06.2019,SLM Solutions AG,,EUR,0,0,0,0,0,0
25.06.2019,Weatherford International Limited,,USD,0,0,0,0,0,0
25.06.2019,CarMax Inc.,,USD,0,0,0,0,0,0
25.06.2019,Kyocera Corp.,,JPY,120,110,100,100,80,60
25.06.2019,TELES AG Informationstechnologien,,EUR,,0,0,0,0,0
26.06.2019,CANCOM SE,,EUR,"0,5","0,5","0,25","0,25","0,25","0,2"
26.06.2019,msg life ag,,EUR,0,0,0,0,0,0
26.06.2019,PVA TePla AG,,EUR,0,0,0,0,0,0
26.06.2019,Toshiba Corp.,,JPY,0,0,0,4,8,8
26.06.2019,curasan AG,,EUR,0,0,0,0,0,0
26.06.2019,MATERNUS-Kliniken AG,,EUR,0,0,0,0,0,0
26.06.2019,Mazda Motor Corp.,,JPY,35,35,30,10,1,0
26.06.2019,Isuzu Motors Ltd.,,USD,,,0,0,0,"0,1"
26.06.2019,BHS tabletop AG,,EUR,"0,34","0,6","0,11","0,44","0,4","0,4"
26.06.2019,Stockholm IT Ventures,,EUR,,,,,,
26.06.2019,Isuzu Motors Ltd.,,USD,,,0,0,0,"0,1"
26.06.2019,BHS tabletop AG,,EUR,"0,34","0,6","0,11","0,44","0,4","0,4"
26.06.2019,Grand City Properties S.A.,,EUR,"0,77","0,73","0,68","0,25","0,2",0
26.06.2019,AutoBank AG,,EUR,,0,0,0,0,0
26.06.2019,Braemar Shipping Services PLC,,GBP,"0,15","0,14","0,26","0,26","0,26",
26.06.2019,NanoFocus AG,,EUR,0,0,0,0,0,0
26.06.2019,Plan Optik AG,,EUR,0,0,0,0,0,"0,03"
26.06.2019,Ypsomed AG,,CHF,"1,4","1,3",1,"0,6","0,3","0,2"
26.06.2019,Nynomic AG,,EUR,0,0,0,0,0,0
26.06.2019,Nanogate SE,,EUR,"0,11","0,11","0,11","0,11","0,11","0,11"
26.06.2019,Ottakringer Brauerei AG St.,,EUR,2,4,2,2,"1,54","1,54"
26.06.2019,Ottakringer Brauerei AG Vz.,,EUR,2,4,2,2,"3,08","1,54"
26.06.2019,UMT United Mobility Technology AG,,EUR,,0,0,0,0,0
26.06.2019,Zwack Unicum plc,,HUF,,"1.050,00",0,0,0,0
26.06.2019,Poste Italiane SPA,,EUR,"0,44","0,42","0,39","0,34",,
26.06.2019,Stockholm IT Ventures,,EUR,,,,,,
26.06.2019,FCR Immobilien Aktiengesellschaft,,EUR,"0,35",,,,,
26.06.2019,Aroundtown SA,,EUR,"0,25","0,23","0,16","0,05",,
26.06.2019,Consus Real Estate AG,,EUR,,,,,,
27.06.2019,niiio finance,,EUR,0,0,0,0,0,0
27.06.2019,capsensixx AG Inhaber-Akt,,EUR,0,,,,,
27.06.2019,Scottish Mortgage Investment Trust Plc,,GBP,"0,03","0,03","0,03","0,03","0,03",
27.06.2019,SEVEN PRINCIPLES AG,,EUR,0,0,0,0,0,0
27.06.2019,Valneva,,EUR,0,0,0,0,0,0
27.06.2019,3i plc,,GBP,"0,3","0,27","0,22","0,2","0,2","0,08"
27.06.2019,BAUER AG,,EUR,"0,1","0,1","0,1","0,15","0,15",0
27.06.2019,mVISE AG,,EUR,0,0,0,0,0,0
27.06.2019,Nabaltec AG,,EUR,"0,2","0,18","0,15","0,15","0,12","0,06"
27.06.2019,STEICO SE,,EUR,"0,25","0,21","0,18","0,15","0,12","0,12"
27.06.2019,LEM S.A.,,CHF,40,35,35,40,40,30
27.06.2019,Formycon AG,,EUR,0,0,0,0,0,0
27.06.2019,ABO INVEST AG,,EUR,0,0,0,0,0,0
27.06.2019,ZEAL Network,,EUR,1,1,"2,8","2,8",0,0
27.06.2019,Equity Residential,,USD,"2,16","2,02","5,02","2,21",2,"1,85"
27.06.2019,Joh. Friedrich Behrens AG (BeA),,EUR,0,0,0,0,0,0
27.06.2019,Wincanton plc,,GBP,"0,1","0,09","0,06",0,0,
27.06.2019,MS Industrie AG,,EUR,"0,09","0,03",0,0,0,0
27.06.2019,Nippon Express Co. Ltd.,,JPY,,110,110,100,100,100
27.06.2019,UmweltBank,,EUR,"0,33","0,32","0,3","0,28","0,26","0,24"
27.06.2019,FANUC CORPORATION,,JPY,"563,2","395,18","490,07","636,62","170,06","184,68"
27.06.2019,Porsche Holding SE Vz,,EUR,"2,21","1,76","1,01","1,01","2,01","2,01"
27.06.2019,SURTECO GROUP SE,,EUR,"0,55","0,8","0,8","0,8","0,7","0,65"
27.06.2019,Nintendo Co. Ltd.,,JPY,590,430,150,180,100,100
27.06.2019,DEAG Deutsche Entertainment AG,,EUR,0,0,0,0,"0,12","0,08"
28.06.2019,Masterflex SE,,EUR,"0,07","0,07","0,05",0,0,0
28.06.2019,Einhell Germany AG,,EUR,"1,4","1,2","0,8","0,6","0,4","0,4"
28.06.2019,Marvell Technology Group Ltd.,,USD,"0,24","0,24","0,24","0,24","0,24","0,18"
28.06.2019,Brüder Mannesmann AG,,EUR,0,0,0,0,0,0
28.06.2019,Pulsion Medical Systems SE,,EUR,,,0,0,"0,04","0,04"
28.06.2019,ALBA SE,,EUR,"3,25","3,25","3,25","3,25","3,25","3,25"
28.06.2019,PEH Wertpapier AG,,EUR,"1,5","1,1","0,8","1,2","0,7","0,3"
28.06.2019,MS Industrie AG,,EUR,"0,09","0,03",0,0,0,0
28.06.2019,Schweizer Electronic AG,,EUR,0,"0,3","0,65","0,65","0,65","0,6"
28.06.2019,Neopost S.A.,,EUR,"1,7","1,7","1,7","3,9","3,9","3,9"
28.06.2019,Endor AG,,EUR,,,0,0,0,0
28.06.2019,MBB SE,,EUR,"0,69","0,66","0,61","0,59","0,57","0,55"
28.06.2019,Sandpiper Digital Payments AG,,EUR,,0,0,0,0,0
28.06.2019,STRABAG SE,,EUR,"1,3","1,3","0,95","0,65","0,5","0,45"
28.06.2019,Allgeier,,EUR,"0,5","0,5","0,5","0,5","0,5","0,5"
01.07.2019,Baader Bank AG,,,0,0,0,0,"0,01","0,01"
01.07.2019,Fabasoft AG,,,"0,18","0,18","0,15","0,23","0,21","0,19"
02.07.2019,Funkwerk AG,,,"0,3","0,25",0,0,0,0
02.07.2019,Eifelhöhen-Klinik AG,,,0,0,"0,41",0,0,"0,08"
02.07.2019,Rheinland AG,,,,1,1,1,1,1
02.07.2019,USU Software AG,,,"0,4","0,4","0,4","0,35","0,3","0,25"
02.07.2019,Manz AG,,,0,0,0,0,0,0
02.07.2019,Assura PLC,,,"0,02","0,02","0,02","0,02","0,01","0,01"
02.07.2019,Mynaric,,,0,0,,,,
02.07.2019,Sanacorp Pharmaholding AG Vz. stimmrechtlos,,,"0,99","0,99","0,99","0,99","0,99","0,99"
02.07.2019,EnviTec Biogas AG,,,1,1,"0,6","0,8","0,35",0
03.07.2019,Braemar Shipping Services PLC,,,"0,15","0,14","0,26","0,26","0,26",
03.07.2019,Janosch film & medien AG nach Kapitalherabsetzung,,,"0,08",0,0,0,0,0
03.07.2019,euromicron AG,,,0,0,0,0,0,0
03.07.2019,Cyan AG,,,0,,,,,
03.07.2019,M1 Kliniken AG,,,,"0,3","0,3","0,3",0,0
03.07.2019,Zapf Creation AG,,,0,0,0,0,0,0
03.07.2019,KAP AG,,,2,2,2,1,10,"2,4"
03.07.2019,Mineralbrunnen Überkingen-Teinach GmbH & Co. KGaA Vz,,,"0,48","0,43","0,39","0,35","0,31","0,29"
03.07.2019,BBI Bürgerliches Brauhaus Immobilien AG,,,"0,74","0,74","0,74","0,74","0,64","0,64"
03.07.2019,Mineralbrunnen Überkingen-Teinach GmbH & Co. KGaA St,,,"0,4","0,35","0,31","0,27","0,23","0,21"
03.07.2019,Hermle AG,,,"0,85","0,85","0,85","0,85","0,85","0,85"
03.07.2019,voestalpine AG,,,"1,4","1,1","1,05",1,"0,95","0,9"
04.07.2019,AT & S (AT&S),,,"0,36","0,1","0,36","0,36","0,2","0,2"
04.07.2019,HORNBACH Baumarkt AG,,,"0,68","0,68","0,68","0,6","0,6","0,5"
04.07.2019,Odeon Film AG,,,,"0,04",0,0,0,0
04.07.2019,Lang & Schwarz AG,,,1,"1,7","1,15","1,43","1,17","0,27"
04.07.2019,J. Sainsbury plc,,,"0,1","0,1","0,12","0,13","0,17","0,17"
04.07.2019,VIB Vermögen AG,,,"0,65","0,6","0,55","0,51","0,48","0,45"
04.07.2019,C&C Group plc,,,"0,15","0,14","0,14","0,1","0,09","0,09"
04.07.2019,ROY Ceramics SE,,,0,0,0,0,0,
04.07.2019,Softline AG Inhaber-Akt Nach Kapitalherabsetzung,,,0,0,0,0,0,0
04.07.2019,Great Portland Estates PLC R.E.I.T. Registered Shs,,,"0,11","0,1","0,09","0,09","0,09","0,09"
04.07.2019,3i Infrastructure PLC,,,"0,08","0,08","0,07","0,07","0,07",
04.07.2019,Deutsche Rohstoff AG,,,"0,7","0,65","0,6","0,55","0,5",0
04.07.2019,Mckay Securities PLCShs,,,"0,1","0,09","0,09","0,09","0,09",
05.07.2019,ZhongDe Waste Technology AG,,,,,0,0,0,0
05.07.2019,Bio-Gate AG,,,0,0,0,0,0,0
05.07.2019,BHB Brauholding Bayern-Mitte AG,,,"0,06","0,06","0,06","0,06","0,06","0,06"
05.07.2019,AGRANA,,,"1,13",1,1,"0,9","0,9","0,9"
05.07.2019,DF Deutsche Forfait AG,,,0,0,0,0,0,0
05.07.2019,HORNBACH Holding,,,"1,5","1,5","1,5","0,8","0,8","0,67"
05.07.2019,NorCom,,,0,0,0,0,0,0
05.07.2019,HELMA AG,,,"1,3","1,4","1,1","0,79","0,63","0,53"
05.07.2019,Pittler Maschinenfabik AG i.A.,,,,0,0,0,0,0
05.07.2019,Buergerliches Brauhaus Ravensburg-Lindau AG,,,,,0,0,0,0
05.07.2019,DOTTIKON ES HOLDING AG,,,0,0,0,0,"4,9",4
05.07.2019,HORNBACH Baumarkt AG,,,"0,68","0,68","0,68","0,6","0,6","0,5"
05.07.2019,infas Holding Aktiengesellschaft,,,"0,08","0,07",0,0,"0,06","0,06"
06.07.2019,Burckhardt Compression AG,,,6,7,10,10,10,9
06.07.2019,Blue Cap AG,,,"0,25",1,0,0,0,0
08.07.2019,Hamburger Getreide-Lagerhaus AG Vz. ohne Stimmrecht,,,,0,0,0,0,0
08.07.2019,Aveva Group PLC,,,"0,27","0,4","0,36","0,31","0,27","0,24"
08.07.2019,Hamburger Getreide-Lagerhaus AG,,,,0,0,0,0,0
08.07.2019,Klassik Radio AG,,,"0,21",0,0,0,0,0
09.07.2019,Marks & Spencer plc,,,"0,19","0,19","0,19","0,18","0,17","0,17"
09.07.2019,Kingfisher plc,,,"0,11","0,1","0,1","0,1","0,1","0,09"
09.07.2019,Lenovo Group Ltd.,,,"0,03","0,03","0,03","0,03","0,03","0,02"
09.07.2019,N.Brown Group PLCShs,,,"0,14","0,14","0,14","0,14","0,14",
09.07.2019,FACC AG,,,"0,11",0,0,0,,
09.07.2019,Expedeon (ex Sygnis),,,0,0,0,0,0,0
09.07.2019,centrotherm international AG,,,0,0,0,0,0,0
09.07.2019,Worldwide Healthcare Trust PLC,,,"0,18","0,23","0,17","0,13","0,15",
09.07.2019,Dell Technologies,,,0,0,,,,"0,16"
10.07.2019,IT Competence Group SE,,,0,,0,0,0,0
10.07.2019,Medios AG,,,0,0,0,0,0,0
10.07.2019,Odeon Film AG,,,,"0,04",0,0,0,0
10.07.2019,InTiCa Systems AG,,,0,0,0,0,0,0
10.07.2019,Allerthal-Werke AG,,,0,"1,35","0,5","1,15","0,5","0,5"
10.07.2019,BT Group plc,,,"0,15","0,15","0,14","0,12","0,11","0,1"
10.07.2019,Biofrontera AG,,,0,0,0,0,0,0
10.07.2019,HAEMATO AG,,,"0,3","0,3","0,3","0,3","0,3","0,3"
11.07.2019,A.A.A. AG Allgemeine Anlageverwaltung vorm. Seilwolff AG von 1890 DE0007228009,,,0,0,0,0,0,0
11.07.2019,Fielmann AG,,,"1,9","1,85","1,8","1,75","1,6","1,45"
11.07.2019,Workspace Group PLC R.E.I.T.,,,"0,27","0,21","0,15","0,12","0,11","0,1"
11.07.2019,Helical Bar PLC,,,"0,09","0,03","0,13","0,07","0,06",
11.07.2019,Personal Assets Trust PLC,,,"0,06","0,06","0,06","0,06","0,06",
11.07.2019,Templeton Emerging Markets Investment Trust PLC,,,"0,15","0,08","0,08","0,08","0,07",
11.07.2019,Pets at Home Group Plc,,,"0,08","0,08","0,08","0,05",0,
12.07.2019,DCC plc,,,"1,23","1,12","0,97","0,85","0,77","0,72"
12.07.2019,ALBIS Leasing AG,,,"0,06","0,06","0,04","0,04",0,0
12.07.2019,Nucletron Electronic AG,,,"0,3","0,2","0,2","0,2","0,2","0,2"
12.07.2019,Grammer AG,,,"0,75","1,25","1,3","0,75","0,75","0,65"
12.07.2019,ÖKOWORLD (ex Versiko),,,"0,4","0,6","0,51","0,45","0,4","0,24"
12.07.2019,HOFTEX GROUP AG,,,"0,25","0,22","0,2","0,17","0,15",0
12.07.2019,ecotel communication ag,,,"0,13","0,13","0,23","0,23","0,16",0
12.07.2019,Frauenthal Holding AG,,,0,0,0,0,0,"0,2"
15.07.2019,CPU Softwarehouse AG,,,0,0,0,0,0,0
16.07.2019,CropEnergies AG,,,"0,25","0,3","0,15",0,"0,1","0,2"
16.07.2019,FirstGroup plc,,,0,0,0,0,0,"0,08"
16.07.2019,Experian PLC,,,"0,45","0,42","0,4","0,39","0,38","0,35"
16.07.2019,Dairy Crest Group PLCShs,,,"0,23","0,23","0,22","0,22","0,21","0,21"
16.07.2019,HICL Infrastructure Company Ltd,,,"0,08","0,08","0,07","0,07","0,07",
16.07.2019,Perpetual Income and Growth Investment Trust PLC,,,"0,15","0,14","0,15","0,14","0,14",
17.07.2019,MPH Health Care AG,,,"0,2","0,2","0,12","0,12","0,12","0,11"
17.07.2019,Johnson Matthey PLC,,,"0,8","0,75","0,72","0,68","0,63","0,57"
17.07.2019,Premier Foods PLC,,,0,0,0,0,,
17.07.2019,Advanced Blockchain AG,,,,,,,,
17.07.2019,Severn Trent plc,,,"0,87","0,82","0,81","0,85","0,8","0,76"
17.07.2019,Deutsche Effecten- und Wechsel-Beteiligungsgesellschaft AG,,,0,0,0,0,0,0
17.07.2019,Electrocomponents plc,,,"0,13","0,12","0,12","0,12","0,12","0,12"
17.07.2019,MWB Wertpapierhandelsbank AG,,,"0,05","0,39","0,33","0,05",0,0
17.07.2019,ItN Nanovation AG,,,,0,0,0,0,0
17.07.2019,Burberry plc,,,"0,41","0,39","0,37","0,35","0,32","0,29"
17.07.2019,Gesundheitswelt Chiemgau AG,,,,0,0,0,0,0
18.07.2019,Babcock International,,,"0,3","0,28","0,26","0,24","0,21","0,26"
18.07.2019,Südzucker AG (Suedzucker AG),,,"0,45","0,45","0,3","0,25","0,5","0,9"
18.07.2019,SSE Plc,,,"0,95","0,91","0,89","0,88","0,87","0,84"
18.07.2019,Do & Co AG,,,"0,85","0,85","0,85","0,85","0,85","0,5"
18.07.2019,IFA Hotel & Touristik AG,,,"0,12","0,12","0,13","0,1","0,15",0
18.07.2019,AO World PLC,,,0,0,0,0,0,
19.07.2019,Big Yellow Group PLCShs,,,"0,31","0,28","0,25","0,22","0,16","0,11"
19.07.2019,OeSD,,,"0,52","0,45","0,45","0,45","0,35","0,35"
19.07.2019,Your Family Entertainment AG,,,0,0,0,0,0,0
19.07.2019,British Land Company plc,,,"0,3","0,29","0,28","0,28","0,27","0,26"
19.07.2019,AURELIUS,,,"1,5","1,5",1,"0,9","0,8","0,7"
22.07.2019,HÖVELRAT Holding AG,,,"0,2","0,2","0,13","0,12",0,"0,05"
23.07.2019,Norcros PLC,,,"0,08","0,07","0,07","0,06","0,05",
23.07.2019,centrotherm international AG,,,0,0,0,0,0,0
23.07.2019,Vodafone Group PLC,,,"0,15","0,15","0,13","0,13","0,13","0,12"
23.07.2019,Vodafone Group PLC (spons. ADRs),,,"1,51","1,48","1,33","1,3","1,27","1,18"
23.07.2019,Pantaflix AG,,,0,0,0,0,0,0
24.07.2019,Experian PLC,,,"0,45","0,42","0,4","0,39","0,38","0,35"
24.07.2019,Atrium European Real Estate Limited,,,"0,27","0,27","0,27","0,27","0,24","0,21"
24.07.2019,Mediclinic International PLC,,,"0,08","0,08","0,08",0,"0,19","0,15"
24.07.2019,Trifast,,,"0,04","0,04","0,03","0,02","0,01",
24.07.2019,Remy Cointreau S.A.,,,"1,65","1,65","1,6","1,53","1,27","1,4"
24.07.2019,Constantin AG (Constantin Medien),,,0,0,0,0,0,0
24.07.2019,QinetiQ Group PLCShs,,,"0,06","0,06","0,06","0,05","0,05","0,04"
25.07.2019,Heidelberger Druckmaschinen AG,,,0,0,0,0,0,0
25.07.2019,Tate & Lyle plc,,,"0,29","0,28","0,28","0,28","0,28","0,26"
25.07.2019,VERIANOS Real Estate Aktiengesellschaft,,,,0,0,0,0,0
25.07.2019,Pennon Group PLCShs,,,"0,39","0,36","0,34","0,32","0,3","0,28"
25.07.2019,Intermediate Capital Group PLC,,,"0,3","0,27","0,23","0,22","0,21","0,2"
26.07.2019,Linde plc,,,,"3,9","3,7","3,45","3,15",3
26.07.2019,B&M European Value Retail SA. Reg. shs,,,"0,07","0,06","0,05","0,03",,
26.07.2019,United Utilities PLC,,,"0,4","0,39","0,38","0,38","0,36","0,34"
26.07.2019,ZUMTOBEL AG,,,0,"0,23","0,2","0,22","0,18","0,07"
29.07.2019,National Grid plc,,,"0,46","0,44","0,43","0,43","0,42","0,41"
29.07.2019,Spok Holdings Inc,,,"0,5","0,5","0,75","0,63","0,5","0,5"
30.07.2019,Carlo Gavazzi AG,,,12,15,12,12,12,10
30.07.2019,Mitie Group PLCSHS,,,"0,04","0,04","0,12","0,12","0,11","0,1"
31.07.2019,Halfords Group PLCShs,,,"0,18","0,18","0,17","0,17","0,14","0,17"
31.07.2019,AGRARIUS AG Inhaber-Akt,,,,0,0,0,0,0
02.08.2019,Bluecrest Allblue Fund Ltd,,,0,0,0,0,0,0
02.08.2019,The Grounds Real Estate Development AG,,,,0,,,,
07.08.2019,Mountview Estates PLC,,,4,3,3,"2,75",2,
07.08.2019,Airopack AG,,,,0,0,0,0,0
10.08.2019,EMS-CHEMIE AG,,,"15,5","14,5",13,11,10,"8,5"
13.08.2019,SM Wirtschaftsberatungs AG,,,"0,2","0,2","0,06","0,06","0,06","0,25"
14.08.2019,J. M. Smucker Co.,,,"3,12",3,"2,68","2,56","2,32","2,08"
14.08.2019,MATERNUS-Kliniken AG,,,0,0,0,0,0,0
14.08.2019,Netfonds AG,,,"0,15",,,,,
14.08.2019,Gigaset,,,0,0,0,0,0,0
15.08.2019,MOLOGEN AG,,,0,0,0,0,0,0
15.08.2019,PARK & Bellheimer AG,,,,0,0,0,0,0
19.08.2019,UMT United Mobility Technology AG,,,,0,0,0,0,0
20.08.2019,RCM Beteiligungs AG,,,"0,06","0,06","0,04","0,04","0,03","0,03"
21.08.2019,Gateway Real Estate AG,,,,0,0,0,0,0
21.08.2019,elexxion AG,,,,0,0,0,0,0
21.08.2019,Elektrische Licht- und Kraftanlagen AG (Elikraft),,,,1,1,"1,5","1,5","1,75"
22.08.2019,New Value AG,,,0,0,0,0,0,0
22.08.2019,ABO Wind AG,,,"0,42","0,4","0,3","0,25","0,22","0,2"
22.08.2019,Elekta ABShs -B- Fria,,,"1,4",1,"0,5","0,5","1,5","1,5"
22.08.2019,UET United Electronic Technology AG,,,,0,0,0,0,0
22.08.2019,MOLOGEN AG,,,0,0,0,0,0,0
22.08.2019,Daldrup & Söhne (Daldrup) AG,,,,0,0,0,0,"0,11"
23.08.2019,artec technologies AG,,,0,0,0,0,0,0
27.08.2019,Weng Fine Art AG,,,"0,2","0,16","0,1","0,11","0,11","0,1"
27.08.2019,Klingelnberg AG,,,,,,,,
28.08.2019,Varengold Bank AG,,,,0,0,0,0,0
28.08.2019,InCity Immobilien,,,0,0,0,0,0,0
29.08.2019,Gesco AG,,,"0,6","0,35","0,67","0,58","0,73","0,83"
30.08.2019,Turbon AG,,,,"0,6","0,6","1,5","0,8","0,6"
31.08.2019,Kapsch TrafficCom AG,,,"1,5","1,5","1,5","0,5",0,"0,4"
31.08.2019,SLEEPZ AG,,,,0,0,0,0,0
06.09.2019,Greene King plc,,,"0,33","0,33","0,32","0,3","0,28","0,27"
10.09.2019,Oxford Instruments plc,,,"0,13","0,13","0,13","0,13","0,12","0,11"
11.09.2019,Richemont,,,"1,65","1,68","1,54","1,53","1,15","0,82"
11.09.2019,Sports Direct International PLC,,,0,0,0,0,0,0
11.09.2019,Superdry PLC,,,"0,31","0,28","0,03",0,0,
12.09.2019,Gurktaler AG,,,"0,08","0,08","0,08",0,"0,08","0,08"
12.09.2019,Gurktaler AG Vz.,,,"0,08","0,08","0,08","0,09","0,08","0,08"
13.09.2019,OTI Greentech AG Inhaber-Akt Nach Kapitalherabsetzung,,,,0,0,0,0,0
18.09.2019,OTI Greentech AG Inhaber-Akt Nach Kapitalherabsetzung,,,,0,0,0,0,0
18.09.2019,Bastei Lübbe,,,0,0,"0,1","0,3","0,28",
19.09.2019,AGL Energy LtdShs,,,"1,17","0,91","0,68","0,64","0,63","0,63"
19.09.2019,Auto Trader Group PLC,,,"0,06","0,05","0,02",0,,
19.09.2019,Ryanair Holdings PLC (spons. ADRs),,,,,"0,29","0,37",0,"0,34"
19.09.2019,Ryanair,,,,,"0,29","0,37",0,"0,34"
25.09.2019,Wolford AG,,,0,"0,2","0,2","0,2",0,0
25.09.2019,Etablissementen Franz Colruyt NV,,,"1,22","1,18","1,12",1,1,1
26.09.2019,Perrot Duval SA,,,0,0,0,0,0,0
27.09.2019,HELLA GmbH & Co. KGaA,,,"1,05","0,92","0,77","0,77","1,11",
10.10.2019,Brambles LtdShs,,,"0,29","0,22","0,29","0,28","0,27","0,27"
10.10.2019,Hargreaves Lansdown PLCShs,,,"0,32","0,29","0,34","0,33","0,32","0,3"
15.10.2019,Telstra Corp. Ltd.,,,"0,22","0,31","0,31","0,31","0,3","0,28"
21.10.2019,City of London Investment Group Plc,,,"0,27","0,25","0,24","0,24","0,24",
22.10.2019,dormakaba Holding AG,,,15,14,12,12,11,11
24.10.2019,Crown Ltd. O.N.,,,"0,6","1,43","0,73","0,37","0,37","0,37"
24.10.2019,JB Hi-Fi LimitedShs,,,"1,32","1,09","0,94","0,88","0,77","0,66"
26.10.2019,Commonwealth Bank Australia Ltd.,,,"4,31","4,29","4,2","4,2","4,01","3,64"
28.10.2019,Crealogix,,,"0,25","0,5",0,2,2,2
06.11.2019,Redrow plc,,,"0,28","0,12","0,08","0,04","0,02",
06.11.2019,DeVry Education Group Inc Registered Shs,,,0,"0,18","0,36","0,36","0,34","0,34"
06.11.2019,Hansard Global PLCShs,,,"0,07","0,09","0,09","0,09","0,08",
07.11.2019,Downer EDI LtdShs,,,"0,27","0,24","0,24","0,24","0,17","0,21"
08.11.2019,CeoTronics AG,,,0,"0,05",0,0,0,0
12.11.2019,Galliford Try PLC,,,"0,77","0,96","0,82","0,68","0,53",
14.11.2019,Smiths PLC,,,"0,45","0,43","0,42","0,41","0,4","0,4"
14.11.2019,ARYZTA AG,,,0,"0,3","0,53","0,6","0,63","0,54"
14.11.2019,Ansell Ltd.,,,"0,46","0,44","0,44","0,43","0,39","0,36"
19.11.2019,MEDION AG,,,"0,69","0,69","0,69","0,69","0,69","0,69"
19.11.2019,Dunelm Group PLCShs,,,"0,27","0,26","0,25","0,22","0,2","0,16"
19.11.2019,STEMMER IMAGING AG,,,"0,5",,,,,
21.11.2019,Dahlbusch AG,,,"16,04","16,04","16,04","16,04","16,04","16,04"
21.11.2019,Dahlbusch AG Vz.,,,"31,79","31,79","31,79","31,79","31,79","31,79"
28.11.2019,St Ives PLC,,,"0,02","0,02","0,08","0,08","0,07","0,07"
29.11.2019,New Venturetec AG,,,,,0,0,0,0
05.12.2019,Datacolor AG,,,"14,82","15,11","12,96","10,98","11,44","11,99"
05.12.2019,Coloplast A-S (B),,,16,15,"13,5","12,5","11,5",10
06.12.2019,Associated British Foods plc,,,"0,45","0,41","0,37","0,35","0,34","0,32"
10.12.2019,KROMI Logistik AG,,,0,0,0,0,0,0
11.12.2019,Barry Callebaut AG (N),,,24,20,"15,5","14,5","15,5","14,5"
12.12.2019,Westpac Banking Corp.,,,"1,88","1,88","1,88","1,87","1,82","1,74"
12.12.2019,Volution Group Plc,,,"0,04","0,04","0,04","0,03",0,
17.12.2019,Australia and New Zealand Banking Group Ltd. (ANZ),,,"1,6","1,6","1,6","1,81","1,78","1,64"
17.12.2019,KWS SAAT SE,,,"0,64","0,64","0,6","0,6","0,6","0,6"
18.12.2019,National Australia Bank Ltd,,,"1,98","1,98","1,98","1,98","1,98","1,9"
20.12.2019,MyBucks S.A.,,,,,,,,
